x,u
    0.824219,   -4.2359723883E-01
    0.828125,   -4.1456386060E-01
    0.832031,   -4.0550971219E-01
    0.835938,   -3.9643532984E-01
    0.839844,   -3.8734122897E-01
    0.843750,   -3.7822790409E-01
    0.847656,   -3.6909582856E-01
    0.851562,   -3.5994545435E-01
    0.855469,   -3.5077721159E-01
    0.859375,   -3.4159150816E-01
    0.863281,   -3.3238872906E-01
    0.867188,   -3.2316923584E-01
    0.871094,   -3.1393336580E-01
    0.875000,   -3.0468143113E-01
    0.878906,   -2.9541371797E-01
    0.882812,   -2.8613048534E-01
    0.886719,   -2.7683196396E-01
    0.890625,   -2.6751835491E-01
    0.894531,   -2.5818982822E-01
    0.898438,   -2.4884652126E-01
    0.902344,   -2.3948853700E-01
    0.906250,   -2.3011594213E-01
    0.910156,   -2.2072876491E-01
    0.914062,   -2.1132699294E-01
    0.917969,   -2.0191057057E-01
    0.921875,   -1.9247939619E-01
    0.925781,   -1.8303331915E-01
    0.929688,   -1.7357213640E-01
    0.933594,   -1.6409558873E-01
    0.937500,   -1.5460335670E-01
    0.941406,   -1.4509505602E-01
    0.945312,   -1.3557023237E-01
    0.949219,   -1.2602835574E-01
    0.953125,   -1.1646881394E-01
    0.957031,   -1.0689090536E-01
    0.960938,   -9.7293830735E-02
    0.964844,   -8.7676683896E-02
    0.968750,   -7.8038441162E-02
    0.972656,   -6.8377949288E-02
    0.976562,   -5.8693911665E-02
    0.980469,   -4.8984872472E-02
    0.984375,   -3.9249198440E-02
    0.988281,   -2.9485057789E-02
    0.992188,   -1.9690395831E-02
    0.996094,   -9.8629066363E-03
    1.000000,    0.0000000000E+00
